URL,GitHub,LinkedIn,Location,Job,Job Element,Location Element
https://www.kaggle.com/taras456,https://github.com/Gavair,https://www.linkedin.com/in/taras-semenchenko/,N/A,asetcorpor,"<div class=""mdc-list-item__ripple mdc-ripple-upgraded""></div><div class=""sc-bjUHJT kFSCEo""><i class=""rmwc-icon rmwc-icon--ligature google-symbols sc-iBdnpw dhvkUd sc-vIyEI jEMWGq"" aria-hidden=""true"">table_chart</i><p class=""sc-dJGMql gfqVtV"">New Dataset</p></div>",N/A
https://www.kaggle.com/mayur7garg,https://github.com/mayur7garg,https://www.linkedin.com/in/mayur-garg-6281b4138/,N/A,asetcorpor,"<div class=""mdc-list-item__ripple mdc-ripple-upgraded""></div><div class=""sc-bjUHJT kFSCEo""><i class=""rmwc-icon rmwc-icon--ligature google-symbols sc-iBdnpw dhvkUd sc-vIyEI jEMWGq"" aria-hidden=""true"">table_chart</i><p class=""sc-dJGMql gfqVtV"">New Dataset</p></div>",N/A
